7.05,,Min,3.43
5.66,,Max,313.55
4.77,,Sum,89564
8.57,,Mean,8.9564
5.67,,Varaince,73.21949101
5.41,,Std. Dev,8.556838844
6.79,,CoV,0.955388197
6.67,,,
5.85,,,
5.8,,,
8.05,,,
4.49,,,
4.77,,,
6.29,,,
5.6,,,
7.56,,,
5.76,,,
5.83,,,
10.14,,,
8.58,,,
5.19,,,
4.95,,,
7.44,,,
5.63,,,
5.83,,,
5.28,,,
4.99,,,
7.18,,,
6.24,,,
7.65,,,
5.52,,,
5.08,,,
8.98,,,
4.92,,,
4.84,,,
7.78,,,
5.52,,,
6.93,,,
5.43,,,
8.27,,,
5.12,,,
5.39,,,
5.14,,,
5.59,,,
7.44,,,
15.47,,,
7.47,,,
4.14,,,
5.05,,,
8.17,,,
4.86,,,
4.64,,,
7.48,,,
5.52,,,
5.1,,,
7.79,,,
4.91,,,
6.1,,,
8.65,,,
8.79,,,
7.54,,,
309.4,,,
6.42,,,
7.14,,,
62.64,,,
4.72,,,
7.69,,,
4.69,,,
4.56,,,
8.26,,,
5.15,,,
4.92,,,
4.78,,,
8.99,,,
5.98,,,
7.09,,,
10.11,,,
5.9,,,
6.03,,,
5.34,,,
5.74,,,
8.21,,,
4.56,,,
9.34,,,
7.4,,,
10.82,,,
6.71,,,
9.09,,,
5.22,,,
6.19,,,
5.81,,,
5.23,,,
7.85,,,
4.84,,,
4.96,,,
8.04,,,
7.15,,,
5.67,,,
12.67,,,
4.91,,,
7.54,,,
5.07,,,
4.93,,,
8.85,,,
4.84,,,
8.81,,,
4.71,,,
5.4,,,
8.28,,,
4.73,,,
6.66,,,
4.63,,,
5.46,,,
4.71,,,
5.58,,,
5.44,,,
18.32,,,
5.55,,,
6.66,,,
5.4,,,
19.53,,,
5.02,,,
7.78,,,
6.3,,,
4.68,,,
8.31,,,
4.73,,,
5.81,,,
6.61,,,
5.91,,,
7,,,
5.96,,,
5.4,,,
5.83,,,
4.89,,,
6.37,,,
6.29,,,
6.56,,,
8,,,
6.15,,,
8.42,,,
4.11,,,
6.33,,,
9.2,,,
5.47,,,
9.4,,,
5.64,,,
6.88,,,
6.84,,,
6.5,,,
8.96,,,
6.18,,,
9.31,,,
6.59,,,
6.27,,,
7.6,,,
7.62,,,
8.46,,,
4.69,,,
7.84,,,
4.15,,,
5.23,,,
6.6,,,
5.11,,,
4.67,,,
9.25,,,
6.84,,,
9.64,,,
4.32,,,
5.08,,,
8.06,,,
5.38,,,
6.53,,,
6.15,,,
4.99,,,
5.44,,,
8.65,,,
5.38,,,
7.81,,,
6.78,,,
5.91,,,
8.77,,,
7.36,,,
9.42,,,
5.1,,,
7.07,,,
4.67,,,
8.46,,,
4.61,,,
6.26,,,
8.51,,,
5.34,,,
7.61,,,
4.72,,,
4.53,,,
6.22,,,
4.93,,,
10.88,,,
5.27,,,
7.12,,,
4.77,,,
4.78,,,
4.3,,,
5.69,,,
5.33,,,
4.87,,,
4.82,,,
4.6,,,
6.72,,,
5.37,,,
7.93,,,
5.35,,,
7.64,,,
5,,,
6.95,,,
5.36,,,
4.67,,,
9.87,,,
5.41,,,
9.17,,,
5.23,,,
4.85,,,
7.98,,,
4.67,,,
5.09,,,
9.63,,,
4.65,,,
8.27,,,
5.16,,,
4.92,,,
6.3,,,
5.31,,,
8.31,,,
5.66,,,
11.35,,,
5.34,,,
6.57,,,
8.21,,,
6.34,,,
6.44,,,
5.05,,,
4.91,,,
8.41,,,
5.11,,,
6.7,,,
5.93,,,
4.93,,,
4.91,,,
6.08,,,
8.19,,,
5.56,,,
8.66,,,
5.3,,,
4.99,,,
8.4,,,
5.27,,,
7.46,,,
4.68,,,
4.54,,,
6.79,,,
7.03,,,
7.03,,,
5.11,,,
8.53,,,
5.79,,,
7.91,,,
8.43,,,
6.26,,,
8.04,,,
7.28,,,
8.02,,,
5.38,,,
6.64,,,
5.96,,,
6.19,,,
5.32,,,
6.24,,,
6.47,,,
5.73,,,
6.58,,,
8.28,,,
5.23,,,
4.41,,,
7.7,,,
6.34,,,
8.73,,,
5.66,,,
4.39,,,
4.43,,,
5.73,,,
6.22,,,
4.63,,,
4.79,,,
7.2,,,
6.43,,,
50.92,,,
8.92,,,
6.06,,,
14.63,,,
5.78,,,
9.29,,,
6.5,,,
5.61,,,
7.4,,,
6.37,,,
9,,,
4.91,,,
8.39,,,
5.89,,,
9.34,,,
7.63,,,
7.77,,,
5.23,,,
6.96,,,
5.64,,,
6.12,,,
6.45,,,
10.33,,,
6.8,,,
9.1,,,
6.78,,,
9.46,,,
6.71,,,
13.46,,,
5.82,,,
6.81,,,
6.42,,,
8.61,,,
6.12,,,
7.81,,,
6.46,,,
4.7,,,
8.34,,,
8.12,,,
8.43,,,
5.94,,,
10.01,,,
4.89,,,
7.36,,,
7.42,,,
6.14,,,
6.04,,,
6.88,,,
6.1,,,
5.36,,,
5.41,,,
8.42,,,
6.31,,,
6.12,,,
6.76,,,
16.58,,,
5.38,,,
5.24,,,
7.37,,,
11.73,,,
9.36,,,
5.68,,,
8.92,,,
6.17,,,
9.02,,,
5.79,,,
5.85,,,
7.14,,,
6.54,,,
7.81,,,
6.42,,,
7.34,,,
9.74,,,
4.81,,,
8.61,,,
6.28,,,
9.34,,,
5.95,,,
10.74,,,
6.32,,,
6.67,,,
8.2,,,
5.27,,,
9.5,,,
5.92,,,
8.01,,,
5.52,,,
8.61,,,
5.2,,,
7.29,,,
5.99,,,
5.58,,,
9.27,,,
5,,,
8.72,,,
8.47,,,
10.05,,,
5.48,,,
5.96,,,
8.63,,,
5.43,,,
8.79,,,
5.58,,,
61.55,,,
5.17,,,
5.55,,,
7.89,,,
